carat,cut,color,clarity,depth,table,price
0.32,5,2,5,60.9,57.0,523
1.02,2,5,5,63.7,57.0,7197
0.51,5,6,4,60.9,56.0,1781
0.57,5,4,5,61.2,55.0,1942
0.31,5,7,4,60.8,56.0,692
0.7,4,4,5,59.3,62.0,2496
1.24,5,1,5,61.6,57.0,5866
0.61,5,7,6,62.2,54.0,3397
0.71,5,7,2,62.3,56.0,2416
1.02,5,4,3,62.2,57.0,4988
1.41,4,2,2,62.9,59.0,6751
2.01,5,3,3,61.5,55.0,14837
0.26,3,3,5,62.0,56.0,399
0.34,4,3,5,61.6,59.0,765
1.0,5,4,3,61.9,56.0,4997
0.73,5,4,6,62.2,55.0,3183
0.31,4,4,7,62.2,59.0,1046
0.33,4,6,3,60.2,58.0,743
0.36,5,4,3,62.7,55.0,537
0.57,3,5,5,63.2,56.0,1741
0.5,1,3,4,65.1,59.0,1175
1.24,2,4,4,61.3,57.0,8672
0.52,5,6,3,62.4,58.0,1656
2.01,3,2,2,60.9,60.0,13488
1.09,2,5,2,63.2,58.0,4766
0.4,2,7,3,63.6,57.0,720
1.0,4,4,3,60.2,59.0,4427
1.02,2,4,4,63.2,57.0,6058
0.73,4,5,5,62.7,56.0,2961
1.25,5,4,3,60.4,57.0,6608
0.9,4,2,4,62.4,60.0,3431
1.0,4,4,5,61.2,58.0,6462
0.31,5,2,7,61.2,55.6,536
0.53,5,6,4,61.9,56.0,1721
1.92,3,6,2,62.5,59.0,15364
0.81,3,1,4,60.4,59.0,2283
0.31,2,6,7,60.9,61.0,725
0.43,5,7,7,62.3,56.0,1584
1.51,3,5,3,63.0,61.0,11560
1.0,4,4,4,60.0,59.0,5967
0.71,5,5,5,61.1,56.0,3701
1.25,4,3,4,60.4,59.0,7246
0.74,3,4,2,63.3,57.0,2398
0.77,3,2,4,63.4,58.0,2262
1.01,2,7,4,61.6,61.0,6429
0.52,5,6,3,62.3,56.0,1389
0.7,3,6,3,61.2,57.0,2753
0.9,3,4,6,61.4,60.0,5640
0.39,3,6,4,60.4,56.0,921
0.35,5,7,3,62.3,57.0,827
0.31,5,4,4,61.4,56.0,698
0.72,2,6,3,63.7,58.0,2361
1.01,3,4,3,59.6,61.0,4588
0.6,5,6,3,61.5,56.0,1738
2.2,5,3,2,62.6,55.0,14408
0.34,5,4,8,61.5,55.0,974
0.5,4,4,3,62.2,60.0,1286
0.8,4,4,8,62.6,58.0,4268
0.52,5,6,4,62.3,53.0,1549
0.53,5,5,5,61.7,55.0,2046
0.51,3,4,4,62.9,58.0,1438
0.53,5,7,2,61.4,56.0,1412
0.56,4,4,5,61.0,60.0,1999
0.41,3,6,4,63.3,56.0,910
1.13,5,7,6,61.7,57.0,12150
0.23,3,6,7,60.8,56.0,499
0.7,4,3,5,60.5,58.0,2364
0.72,3,1,3,57.6,63.0,2123
1.5,2,4,2,57.5,63.0,6006
0.7,3,4,2,61.7,60.0,2141
0.34,4,2,3,62.7,58.0,447
0.51,5,6,5,61.5,56.0,1851
0.52,5,4,5,61.8,55.0,1815
1.55,4,4,3,60.1,58.0,10980
1.13,5,6,4,61.7,57.0,9796
1.28,5,4,7,62.1,56.0,11248
0.31,3,6,6,60.5,56.0,707
1.5,4,3,2,61.2,61.0,6979
1.52,2,5,5,63.4,60.0,16519
0.5,4,4,5,60.7,60.0,1624
1.91,4,2,3,59.6,60.0,13092
2.04,5,5,2,62.3,57.0,16261
0.8,3,4,3,62.1,56.0,3071
0.39,5,7,5,61.9,57.0,1170
2.4,2,2,3,56.9,62.0,18541
0.3,5,7,3,61.9,54.0,709
0.41,5,3,8,61.8,55.0,1243
0.4,5,6,4,61.1,56.0,975
2.02,1,1,2,67.5,59.0,9095
1.31,2,3,3,57.9,62.0,6857
1.11,5,2,4,61.7,55.0,5506
0.29,4,6,3,58.4,60.0,548
0.3,5,6,6,61.7,55.0,1013
0.8,3,5,3,63.4,57.0,2851
1.5,3,2,2,63.4,58.0,7211
1.0,5,6,3,61.7,55.0,5938
1.21,3,5,3,59.4,56.0,6708
0.35,4,3,7,61.2,60.0,1024
0.43,3,7,3,61.0,57.0,774
0.34,5,7,5,60.7,57.0,961
0.9,5,4,5,61.4,57.0,4479
1.06,4,5,2,62.4,58.0,4452
0.4,4,3,5,62.7,56.0,1035
0.3,5,6,6,62.3,54.1,779
1.0,4,3,4,61.3,61.0,5096
0.32,5,7,6,62.1,54.0,858
1.14,5,4,3,62.2,56.0,5650
0.31,4,6,4,62.7,58.0,872
1.02,2,4,4,63.8,59.0,6080
0.78,3,5,4,62.2,58.0,3429
0.25,4,6,7,60.7,60.0,740
0.52,5,4,2,59.7,56.0,1042
0.3,3,6,4,62.9,58.0,544
0.4,5,2,3,61.6,56.0,765
1.2,5,1,3,63.0,57.0,4234
0.5,2,5,2,62.0,54.7,1214
0.72,5,2,7,61.3,57.0,2678
0.32,5,5,4,62.8,57.0,828
2.01,4,2,2,62.0,56.0,12338
0.53,3,6,5,61.9,59.0,1830
0.92,4,5,3,62.0,60.0,3910
0.72,5,3,2,61.3,55.0,2410
0.35,5,4,4,61.6,54.0,563
1.7,2,7,4,63.6,56.0,17485
1.11,5,4,5,61.5,58.0,7639
1.51,3,6,4,62.4,58.0,13623
0.33,5,3,7,62.5,56.0,901
1.1,5,1,4,62.4,55.0,4537
1.0,4,6,2,62.2,59.0,4390
0.31,4,5,8,61.6,58.0,1122
1.11,5,4,4,62.0,56.0,7608
1.7,1,7,1,64.7,56.0,5617
0.72,5,3,7,61.8,55.0,3180
0.71,4,2,3,60.2,58.0,2173
0.83,5,5,5,61.2,54.0,4617
0.7,3,5,4,61.0,59.0,2362
0.74,3,1,8,60.3,58.0,2277
1.06,3,5,2,60.0,59.0,4224
0.6,3,4,6,62.2,56.0,2130
0.91,4,3,4,61.9,59.0,4201
1.07,5,4,7,61.4,55.0,9703
0.41,5,5,6,62.6,55.0,1192
0.28,5,3,5,62.0,55.0,497
1.01,2,6,4,62.5,58.0,6221
1.51,4,6,3,62.8,59.0,11565
0.31,4,6,3,59.2,60.0,698
0.63,5,7,8,62.5,55.0,6549
0.74,3,5,2,59.6,60.0,2298
0.52,5,4,5,62.4,56.0,1689
1.2,4,4,5,58.4,61.0,8177
0.25,4,6,5,60.7,59.0,435
1.01,5,4,3,62.9,57.0,4004
0.42,3,7,3,60.2,57.0,756
0.76,1,3,6,64.8,57.0,2699
0.51,3,6,3,60.8,57.0,1363
1.01,4,4,4,59.2,59.0,6108
1.23,3,4,7,61.3,57.0,10435
0.71,4,6,4,59.9,58.0,2711
1.29,4,5,5,59.3,60.0,10437
1.01,4,7,5,62.1,58.0,7575
0.35,2,3,4,63.7,57.0,709
0.34,2,5,3,61.9,56.0,581
1.5,4,1,3,62.1,57.0,5536
0.26,5,5,4,62.1,57.0,453
2.03,3,6,2,63.1,56.0,14646
1.62,4,5,3,63.0,58.0,13298
0.41,4,5,2,59.0,58.0,604
1.33,3,3,2,60.8,59.0,6071
1.19,4,2,2,62.6,58.0,4660
1.52,5,4,3,60.3,57.0,11105
0.3,3,4,5,63.3,56.0,776
1.5,3,2,6,63.3,58.0,10090
0.48,5,4,6,62.0,57.0,1574
0.58,5,6,5,61.8,57.0,2046
0.31,5,4,3,62.8,55.0,593
0.37,4,7,3,62.7,58.0,681
1.06,5,2,5,61.8,56.0,6060
1.5,4,5,5,59.6,60.0,15478
1.27,4,5,7,62.5,56.0,13320
0.23,3,7,6,61.3,59.0,530
0.3,5,5,5,62.6,57.0,570
0.9,3,7,3,62.5,59.0,4466
1.0,1,4,3,64.7,60.0,4312
1.1,4,5,1,59.8,61.0,3745
0.46,5,4,6,62.4,54.4,1306
1.0,4,3,3,62.9,60.0,3915
1.18,3,2,5,62.2,57.0,5451
0.31,5,4,4,61.4,57.0,698
0.91,4,7,2,61.1,60.0,4051
0.23,5,3,5,61.2,55.0,423
0.41,5,6,7,60.7,57.0,1367
0.8,5,2,4,62.1,54.4,2830
1.21,4,2,2,60.7,60.0,4879
1.0,3,6,4,61.9,57.0,6732
0.51,2,6,7,58.6,65.0,2020
0.73,3,6,2,63.2,60.0,2335
1.7,3,1,3,61.9,59.0,8870
0.58,5,5,5,60.4,57.0,2245
0.31,4,6,4,60.8,58.0,872
1.52,4,5,4,60.9,61.0,13919
0.72,5,6,3,61.2,56.0,2666
0.36,5,5,3,61.6,56.0,560
0.35,5,3,3,62.3,57.0,491
0.79,3,6,3,63.3,56.3,3138
0.92,4,3,3,62.0,60.0,3618
0.53,3,5,2,62.5,57.0,1132
0.53,5,6,3,62.0,55.0,1607
1.5,4,3,2,62.3,59.0,7291
1.8,3,1,3,61.4,55.0,10107
1.0,4,5,3,62.3,59.0,5197
1.13,5,6,4,61.4,58.0,8430
0.38,5,6,5,61.8,54.7,924
0.52,3,5,7,62.0,57.0,2314
0.33,4,4,5,60.3,58.0,797
0.71,3,3,3,62.4,58.0,2076
1.05,5,3,2,61.9,56.0,4586
1.0,3,2,3,63.3,54.0,3640
0.41,5,5,6,62.9,54.0,1192
1.52,5,2,2,60.2,57.0,7661
0.9,3,5,3,62.6,60.0,3950
0.32,4,5,4,59.5,60.0,602
1.71,4,2,3,60.2,58.0,11104
1.03,3,4,4,62.2,57.0,6786
0.33,4,6,7,59.7,58.0,1052
0.3,5,3,7,61.9,58.0,665
0.33,5,4,6,61.7,55.0,730
0.33,5,6,4,61.0,57.0,723
0.32,5,4,7,60.2,56.0,842
0.5,1,5,5,62.9,68.0,1348
0.91,2,3,4,63.1,59.0,3921
1.3,3,2,4,61.8,56.0,7087
0.55,3,5,3,60.5,59.0,1370
0.33,5,4,6,62.5,54.0,965
2.01,3,5,3,63.4,58.0,13275
0.34,5,6,7,61.8,57.0,1001
1.01,5,6,3,60.8,56.0,6346
0.52,3,4,5,63.3,55.0,1815
1.0,2,5,8,63.2,63.0,9867
1.28,5,4,2,61.5,57.0,6412
1.16,5,2,3,61.7,56.0,4668
1.16,5,7,4,61.8,55.0,10907
0.42,4,5,5,60.9,59.0,1031
1.0,5,5,2,62.7,57.0,4721
0.43,5,5,4,61.1,57.0,1066
0.28,4,6,6,58.7,60.0,780
0.64,3,4,5,60.4,62.0,2060
0.4,2,2,8,62.3,62.0,945
1.53,3,3,2,61.4,60.0,7991
0.54,5,7,5,62.1,57.0,2004
0.51,3,6,2,60.3,56.0,1098
0.51,5,7,3,60.6,57.0,1403
0.72,3,1,7,60.1,58.0,2208
0.56,5,3,6,61.8,56.0,2118
0.32,5,6,4,62.3,56.0,702
0.71,5,3,6,61.7,57.0,3371
0.84,3,5,3,63.8,57.0,2885
3.01,4,1,2,59.7,58.0,18710
0.54,3,5,5,61.8,59.0,1653
1.51,2,1,3,64.1,61.0,6394
0.5,4,5,3,61.7,57.0,1231
1.59,4,7,2,59.4,61.0,7779
0.59,3,6,5,61.6,61.0,1993
0.41,3,7,3,63.2,58.0,947
0.33,3,4,6,61.2,57.0,752
1.02,5,4,5,62.2,56.0,6683
0.36,3,4,6,61.9,58.0,821
0.7,3,5,3,61.3,59.0,2401
1.13,3,7,6,61.5,58.0,13111
0.74,3,1,2,59.1,58.0,1923
0.7,2,5,2,61.6,61.0,2109
1.02,5,1,6,62.7,57.0,3451
0.9,1,7,2,65.7,60.0,3205
1.05,2,3,3,59.2,60.0,4845
0.42,5,7,3,62.3,57.0,810
0.75,4,7,2,60.3,61.0,2307
1.12,5,4,1,60.3,57.0,3945
0.92,3,4,2,62.4,60.0,3713
0.6,4,6,5,61.0,61.0,1875
0.53,5,3,4,61.7,54.0,1604
1.03,5,7,2,61.8,54.0,5105
0.96,4,7,2,60.0,60.0,3989
0.58,1,4,5,64.7,60.0,1701
0.33,4,4,4,59.3,61.0,743
1.0,3,6,6,59.5,59.0,9139
0.32,5,6,5,61.9,56.0,972
0.4,3,6,4,62.0,57.0,912
1.51,4,4,4,60.8,60.0,13157
1.51,3,2,4,63.1,56.0,8223
0.3,5,6,4,61.2,55.0,658
0.27,5,6,5,61.6,56.0,603
0.9,1,7,2,66.0,58.0,3205
1.5,4,7,4,60.2,59.0,15052
1.2,4,4,3,62.3,59.0,6586
1.16,3,3,4,63.0,57.0,5537
1.07,3,6,2,61.7,58.0,5304
1.63,2,2,3,63.7,58.0,9556
1.57,3,1,4,62.6,60.0,7813
0.32,5,1,5,61.3,57.0,540
1.2,3,4,6,62.4,56.0,8712
0.24,3,5,6,62.2,58.0,552
1.25,5,3,3,62.2,57.0,6661
0.27,5,6,6,62.2,55.0,799
0.51,2,5,3,63.6,58.0,1308
0.4,5,4,8,61.8,55.0,1229
0.67,5,5,2,62.0,58.0,1673
0.54,3,6,4,60.7,56.0,1637
0.32,5,2,8,62.1,54.0,655
1.72,4,3,3,61.4,59.0,12880
0.32,5,4,7,61.8,55.0,814
0.41,3,6,3,60.5,61.0,755
0.36,5,4,6,61.7,54.0,794
0.8,5,3,5,62.6,55.0,3296
0.3,2,4,7,64.0,57.0,678
0.47,3,5,6,62.1,56.0,1616
0.31,5,5,7,62.0,55.0,815
1.15,3,7,2,61.8,61.0,5186
0.7,4,1,6,60.6,58.0,1764
1.51,2,2,3,63.8,57.0,6046
0.5,4,4,3,62.8,61.0,1286
0.65,5,3,8,61.5,55.0,3065
0.43,3,6,3,63.4,57.0,948
0.38,5,5,5,61.1,56.0,1013
0.72,4,1,4,61.7,58.0,1941
1.05,4,3,3,61.9,58.0,4692
0.5,5,3,8,62.4,54.0,1844
1.01,5,7,4,62.7,57.0,7792
0.32,3,4,2,62.4,59.0,421
0.65,5,6,4,62.0,56.0,2282
0.41,5,4,7,61.0,55.0,1123
0.94,1,3,3,68.4,53.0,3285
0.53,5,6,3,62.0,56.0,1607
0.7,2,5,1,63.8,60.0,1134
0.34,4,3,5,62.2,58.0,596
0.5,1,4,6,66.1,62.0,1659
0.73,2,6,3,63.6,57.0,2821
0.9,4,2,4,61.6,58.0,3478
0.75,3,6,5,61.9,58.0,3543
1.0,2,6,2,57.7,65.0,3696
0.75,5,4,5,62.3,57.0,2973
0.42,4,6,4,62.8,59.0,1024
1.12,5,4,2,61.5,57.0,5018
1.7,4,6,3,58.2,62.0,10860
0.38,5,3,4,61.9,56.0,680
1.3,4,7,2,61.5,58.0,7044
0.7,5,7,5,62.8,53.4,3618
0.31,5,7,5,60.5,57.0,752
0.25,2,6,6,63.1,56.0,576
0.32,5,7,3,61.4,57.0,756
0.28,5,3,6,61.6,56.0,514
0.78,3,2,6,61.4,56.0,2816
0.33,4,4,5,62.4,59.0,666
0.41,5,6,3,61.2,55.0,824
0.33,3,4,7,61.4,60.0,868
0.75,5,7,3,62.0,58.0,3152
0.51,3,5,6,60.8,56.0,2041
0.31,5,4,3,62.2,55.0,593
0.58,2,6,3,61.0,62.0,1844
0.3,5,3,6,62.2,57.0,590
0.56,5,3,7,60.0,56.0,1929
0.31,5,4,4,62.4,54.0,544
0.91,1,7,3,64.4,60.0,3855
0.42,3,3,3,63.1,57.0,898
1.61,5,4,3,61.2,55.0,11294
0.78,4,2,4,62.7,58.0,2646
2.01,2,5,2,64.1,57.0,16231
0.7,3,3,2,62.0,59.0,2135
0.3,4,4,6,62.6,58.0,684
0.3,4,4,5,61.7,60.0,776
1.0,3,5,4,62.9,55.0,6352
0.7,5,7,2,60.3,56.0,2401
0.64,3,5,3,60.7,59.0,1688
0.8,2,6,4,63.4,56.0,3273
0.7,5,7,2,62.6,54.0,2936
0.9,2,6,3,63.8,61.0,3391
0.31,4,3,3,62.4,60.0,573
0.7,4,3,3,60.0,60.0,2331
0.7,3,3,5,62.1,56.0,2422
0.34,3,6,4,59.8,62.0,659
0.7,5,3,3,61.1,58.0,2107
0.23,3,6,7,62.9,58.0,478
0.32,3,6,3,62.8,57.0,561
0.32,5,4,6,61.3,56.0,730
1.12,3,6,3,61.3,63.0,6098
0.5,3,6,3,61.1,55.0,1337
0.42,4,4,4,61.9,58.0,847
0.36,4,6,2,62.6,57.0,648
0.27,5,5,6,62.0,55.0,760
0.51,2,4,2,63.6,54.0,1029
0.38,5,6,6,61.8,56.0,947
1.59,5,2,4,61.1,55.0,9972
0.72,3,6,2,59.7,59.0,2655
0.36,5,7,3,61.6,56.0,663
0.35,5,5,4,60.5,57.0,906
0.41,5,6,2,63.0,57.0,818
0.8,5,4,2,62.2,56.0,2749
1.07,4,5,3,61.7,58.0,5042
0.48,5,6,6,60.7,56.0,2102
0.41,5,5,3,61.8,56.0,711
0.34,4,3,3,62.1,59.0,612
0.51,3,3,4,59.8,57.0,1251
0.41,3,4,3,60.4,58.0,735
1.7,3,5,2,63.4,57.0,11091
2.04,3,2,4,62.5,58.0,16874
0.44,3,4,3,60.3,58.0,786
1.25,4,5,1,58.0,59.0,3724
2.01,2,7,2,59.9,65.0,16776
1.0,4,6,2,61.1,58.0,4704
0.5,3,6,3,60.7,59.0,1281
2.03,5,3,2,61.6,55.0,16642
1.2,2,7,1,63.6,60.0,4346
2.04,3,3,2,60.8,58.0,14810
2.04,4,3,3,60.6,61.0,12454
0.42,5,7,5,61.4,55.0,1075
1.23,3,3,4,61.6,59.0,6459
0.3,3,2,5,61.8,63.0,442
0.4,5,5,3,62.6,54.0,918
1.26,2,1,3,63.9,58.0,4255
0.41,4,4,5,61.9,58.0,961
2.14,3,2,4,59.7,57.0,16914
0.29,3,4,7,61.5,57.0,607
0.9,3,3,5,62.3,59.0,4592
0.51,2,7,2,64.2,56.0,1146
0.55,5,6,4,59.3,57.0,1767
0.34,5,6,5,62.2,57.0,698
1.0,2,1,4,62.0,61.0,3835
0.51,2,7,3,63.3,57.0,1423
0.71,5,6,4,61.6,56.0,3553
0.7,5,6,4,62.2,55.0,3172
0.29,3,5,6,62.7,58.0,664
0.34,2,4,3,63.9,58.0,650
0.51,3,6,3,60.8,57.0,1438
0.7,3,5,5,62.8,56.0,3265
0.32,4,3,4,60.7,58.0,648
1.37,4,3,5,60.9,59.0,8424
0.57,2,7,3,62.2,64.0,1847
1.01,5,6,5,60.4,59.0,7458
1.51,4,4,3,62.5,60.0,10235
1.21,3,1,4,62.4,58.0,4191
1.01,2,6,4,63.8,59.0,5430
0.32,2,7,3,63.1,57.0,589
0.31,2,3,5,64.0,59.0,698
2.11,5,2,4,62.2,55.0,17712
0.23,3,6,6,62.4,59.0,530
0.3,3,7,4,62.8,57.0,710
0.77,2,3,3,57.2,65.0,2457
0.7,2,2,2,63.4,59.0,1699
0.31,4,4,4,59.2,60.0,698
0.52,4,4,6,61.1,59.0,1911
1.2,5,3,3,61.9,56.0,6578
0.74,4,5,3,60.7,59.0,2415
0.39,2,7,6,63.6,60.2,1255
0.47,2,6,5,65.4,56.0,1293
0.77,5,3,4,62.0,56.0,2763
0.7,4,7,2,58.3,61.0,2167
0.43,4,7,2,62.6,58.0,716
1.38,4,4,5,62.4,58.0,10850
0.31,5,3,5,62.6,55.0,544
0.7,3,2,3,61.4,57.0,2028
0.6,3,5,4,59.5,57.8,1940
0.7,5,4,7,61.6,55.0,3073
1.01,5,4,2,61.5,57.0,4299
0.41,4,4,3,61.5,59.0,923
0.9,1,7,3,64.8,59.0,3689
1.0,1,4,3,65.7,54.0,2964
1.16,2,4,2,63.7,57.0,3644
0.3,2,4,6,63.5,54.0,684
1.03,4,3,4,61.0,58.0,5579
0.9,4,7,2,59.0,61.0,3205
0.56,4,7,3,61.4,58.0,1814
0.51,3,1,3,62.6,59.0,930
0.97,4,6,3,61.0,61.0,4915
0.41,5,5,6,61.4,55.7,1026
0.34,5,6,3,62.7,55.0,596
1.0,5,3,1,61.3,57.0,3080
0.72,3,2,5,63.7,57.0,2441
1.52,2,5,4,57.8,59.0,12283
0.54,5,3,5,61.2,55.0,1454
1.22,5,6,5,61.8,56.0,10823
0.33,5,6,7,62.2,54.0,906
0.96,5,4,3,62.6,57.0,4355
1.2,2,2,3,63.1,58.0,4752
0.71,3,7,4,60.3,62.0,3131
1.5,4,1,3,61.7,59.0,7258
0.72,4,7,4,60.6,57.0,3205
1.0,3,6,3,61.7,57.0,5239
1.57,4,4,3,59.5,58.0,10914
2.0,4,4,2,60.7,60.0,10833
0.53,5,6,4,62.7,54.0,1813
0.34,5,3,3,61.3,56.0,516
1.01,3,7,6,63.0,56.0,10800
0.6,5,4,5,61.1,57.0,2147
1.16,5,4,4,60.7,58.0,7128
0.51,4,7,4,61.9,58.0,1818
0.7,3,6,5,61.9,61.0,3235
1.09,4,4,3,60.2,60.0,5402
0.5,2,4,6,64.1,56.0,1666
0.71,4,7,4,62.1,60.0,3002
0.52,5,6,7,59.9,57.0,2467
0.9,4,6,2,60.7,61.0,3084
0.38,3,5,4,61.9,54.6,906
1.24,5,1,2,61.6,57.0,4666
1.51,4,1,4,62.3,59.0,7553
0.91,3,4,2,62.0,59.0,3238
0.31,5,5,7,61.6,55.0,975
1.0,1,5,2,59.0,67.0,4036
1.0,1,6,3,66.5,55.0,3696
0.51,4,4,5,62.9,58.0,1781
0.42,5,4,5,61.8,57.0,921
0.31,4,4,5,58.2,61.0,749
1.03,5,3,3,61.1,56.0,5418
0.78,4,5,5,61.5,58.0,3446
0.5,5,5,5,61.0,56.0,1731
1.01,4,5,2,61.6,58.0,4416
0.46,3,5,3,63.1,56.0,1006
0.41,4,7,2,62.3,61.0,818
1.11,3,6,2,62.8,55.0,4914
0.31,5,3,7,62.2,56.0,707
1.52,3,5,4,63.5,57.0,14217
0.63,3,5,4,63.0,56.2,2032
1.04,4,2,2,61.3,59.0,4141
0.3,5,6,6,61.6,58.0,766
1.32,3,2,3,62.1,57.0,6810
1.03,4,3,2,62.3,59.0,4153
1.22,4,6,2,62.5,55.0,6121
0.93,4,3,4,60.3,61.0,3937
0.59,5,5,5,61.1,56.0,2140
0.3,5,6,4,62.6,56.0,844
0.5,3,5,5,58.8,60.0,1657
0.42,5,4,8,60.4,55.0,1400
0.73,3,3,3,62.8,55.0,2196
0.9,2,5,2,63.9,55.0,3453
0.37,3,6,5,62.0,56.0,925
0.55,2,5,4,62.8,63.0,1563
0.72,2,4,4,59.7,60.5,2776
0.91,3,6,2,58.6,63.0,3015
0.9,3,1,2,62.9,55.0,2482
1.04,3,3,2,60.2,60.0,4332
1.63,5,3,2,62.4,57.0,7923
0.44,3,1,5,61.9,57.0,694
1.16,4,4,5,61.9,58.0,7962
1.01,4,5,3,62.5,58.0,4989
0.32,4,2,3,61.6,61.0,540
1.53,5,6,3,62.3,54.2,12791
1.2,4,3,4,61.4,59.0,6333
0.71,3,4,5,62.0,53.0,3425
0.42,3,7,2,62.0,59.0,672
0.52,3,6,3,58.8,59.0,1276
0.57,5,2,5,61.6,56.0,1355
0.36,5,7,2,62.0,56.0,689
0.61,3,7,5,62.4,59.1,2429
1.57,5,2,4,61.5,56.0,10093
1.13,5,3,2,62.5,57.0,4584
0.55,5,5,3,61.0,58.0,1368
1.01,4,5,2,62.2,59.0,4416
0.56,5,4,4,61.4,56.0,1658
0.32,5,4,4,60.3,57.0,561
0.25,2,6,5,63.3,60.0,361
1.73,5,1,3,62.6,57.0,6927
1.27,3,1,4,61.8,60.0,5455
0.5,4,5,5,61.3,59.0,1838
1.09,5,3,3,62.3,57.0,5149
0.75,4,6,3,59.8,60.0,2360
0.41,5,5,5,61.9,55.0,1007
0.73,3,3,5,60.8,57.0,2916
0.3,4,5,4,61.4,60.0,776
1.16,5,4,2,61.6,55.0,5171
0.25,3,5,6,62.0,59.0,576
0.3,4,6,4,62.4,59.0,844
0.38,5,6,6,60.9,56.0,1068
0.55,4,5,4,62.7,58.0,2376
0.38,4,3,7,61.2,60.0,1033
0.39,5,6,4,61.4,55.0,734
1.01,4,6,3,62.8,58.0,5741
0.38,5,2,5,62.4,54.4,703
1.26,5,4,5,61.6,56.0,9243
0.41,3,6,5,59.8,61.0,1079
1.01,3,3,3,62.7,59.0,4242
1.17,5,4,7,62.2,53.0,9799
0.31,5,5,8,62.2,56.0,1122
1.2,4,3,5,61.7,59.0,4838
0.35,3,4,7,61.8,57.0,859
0.81,3,3,2,62.1,56.0,2504
0.7,5,3,6,61.8,55.0,3325
1.02,5,3,2,61.4,58.0,4766
0.92,3,4,3,63.8,57.0,3724
0.5,3,6,3,61.9,53.0,1331
1.01,2,5,4,60.1,60.0,5902
0.35,5,6,7,61.9,56.0,905
0.34,5,6,6,61.8,56.0,838
2.25,4,7,2,60.4,59.0,18007
0.41,4,6,3,61.2,59.0,904
0.4,4,2,7,61.5,58.0,1080
0.51,5,6,3,61.5,57.0,1682
1.56,5,5,5,61.7,56.0,17455
0.91,3,7,2,58.3,60.0,3573
0.31,5,6,8,61.9,54.0,987
0.31,4,6,6,60.4,59.0,1046
1.0,5,5,6,61.9,57.0,9354
1.1,5,5,1,61.8,56.0,3745
0.5,3,4,3,62.8,61.0,1197
0.35,4,4,8,59.1,59.0,1116
1.2,5,3,2,62.6,58.0,5613
0.72,5,5,2,61.1,59.0,2466
0.53,4,7,5,62.4,61.0,1940
0.71,5,3,5,61.6,57.0,2175
0.72,4,2,3,60.8,58.0,1858
0.74,5,7,2,61.1,57.0,2690
0.7,1,4,2,58.6,56.0,2208
0.54,5,5,4,62.8,57.0,1621
2.23,4,1,5,61.7,58.0,16025
0.3,5,5,5,62.6,57.0,731
0.3,5,4,8,62.0,54.0,863
2.72,5,1,2,62.1,56.0,17801
0.92,4,5,2,58.1,58.0,3282
0.38,3,2,3,60.2,60.0,581
0.36,5,7,3,61.5,56.0,663
0.81,4,3,2,62.2,56.0,2534
1.1,4,2,3,61.2,61.0,4725
0.95,3,7,3,63.7,55.0,5101
0.38,5,6,8,62.2,54.1,1402
1.54,4,1,6,61.1,59.0,8652
1.21,3,5,2,62.7,57.0,5290
1.0,1,4,3,68.9,56.0,3833
1.06,5,5,3,61.9,57.0,5834
2.01,5,7,2,62.1,56.0,18674
0.53,5,6,4,61.5,56.0,1801
1.23,4,5,2,61.7,57.0,5695
0.37,2,3,4,63.7,55.0,749
0.3,4,6,8,60.1,60.0,1097
1.01,1,4,3,65.3,58.0,4417
0.34,5,4,8,61.6,56.0,1014
0.71,2,2,3,62.6,63.0,1788
0.31,5,6,6,60.9,55.0,864
0.42,5,4,7,61.4,56.0,1179
0.32,3,3,2,61.8,55.0,403
0.77,5,6,2,62.0,54.0,2563
0.52,5,5,5,62.0,57.0,1778
1.07,5,5,6,62.3,57.0,10061
0.33,5,4,7,62.2,57.0,868
1.02,3,2,3,60.4,58.0,3927
0.75,3,7,2,63.1,58.0,2782
0.3,4,3,7,62.6,60.0,878
0.92,2,4,6,58.8,57.0,5390
0.73,5,7,2,62.4,56.0,2683
0.34,4,1,4,62.3,60.0,417
0.7,3,5,2,60.9,58.0,1940
0.66,4,5,5,60.8,58.0,2368
0.43,3,3,4,63.4,55.0,994
0.34,3,3,5,63.1,57.0,765
1.02,5,3,2,61.6,56.0,3927
2.07,3,3,3,62.1,59.0,17893
0.31,3,6,3,62.0,58.0,544
0.41,4,4,7,60.0,59.0,1230
0.52,2,6,2,63.7,56.0,1120
0.31,4,7,4,61.7,58.0,816
0.32,5,7,7,61.8,56.0,910
0.91,5,6,2,62.2,57.0,3800
0.7,5,2,2,62.3,55.0,1874
1.0,4,6,2,60.7,58.0,3763
0.7,1,5,1,70.8,56.0,992
0.32,3,5,7,61.6,56.0,886
1.28,4,3,2,62.0,57.0,6164
0.51,5,5,6,61.8,56.0,2098
0.5,5,7,4,61.7,53.0,1678
0.33,4,5,4,60.1,58.0,854
0.25,3,5,6,63.2,57.0,575
0.3,4,4,6,61.8,59.0,878
0.85,5,6,3,61.8,54.0,3167
0.9,1,3,4,65.5,57.0,3226
1.01,2,4,2,63.4,57.0,3852
0.4,3,7,6,60.8,56.0,1133
1.55,4,2,2,58.5,60.0,7972
0.43,4,6,6,60.8,57.0,1304
0.72,5,5,5,62.5,54.0,3330
